url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,17,10
/yinlinchen/amplify-preview-actions/releases/tag/v1.2,9,2
/yinlinchen/amplify-preview-actions/tree/master/.github,6,2
/yinlinchen/amplify-preview-actions/issues/17,4,2
/yinlinchen/amplify-preview-actions/blob/master/examples.md,4,1
/yinlinchen/amplify-preview-actions/releases,4,1
/yinlinchen/amplify-preview-actions/tags,4,1
/yinlinchen/amplify-preview-actions/pulls,3,3
/yinlinchen/amplify-preview-actions/blob/master/action.yml,3,1
/yinlinchen/amplify-preview-actions/blob/master/Dockerfile,3,1
