url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,50,15
/yinlinchen/amplify-preview-actions/issues,13,3
/yinlinchen/amplify-preview-actions/blob/master/entrypoint.sh,12,5
/yinlinchen/amplify-preview-actions/blob/master/examples.md,10,5
/yinlinchen/amplify-preview-actions/blob/master/action.yml,5,4
/yinlinchen/amplify-preview-actions/actions/runs/4356374877/jobs/7614296987,5,1
/yinlinchen/amplify-preview-actions/blob/master/demo.gif,4,4
/yinlinchen/amplify-preview-actions/actions/workflows/github-repo-stats.yml,4,1
/yinlinchen/amplify-preview-actions/issues/10,3,1
/yinlinchen/amplify-preview-actions/tree/master/.github,2,2
