url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions/blob/master/.github/workflows/github-repo-stats.yml,12,3
/yinlinchen/amplify-preview-actions/blob/master/action.yml,8,3
/yinlinchen/amplify-preview-actions/tree/master/.github,8,3
/yinlinchen/amplify-preview-actions/tree/master/.github/workflows,8,2
/yinlinchen/amplify-preview-actions,7,7
/yinlinchen/amplify-preview-actions/blob/master/demo.gif,7,2
/yinlinchen/amplify-preview-actions/blob/master/examples.md,7,2
/yinlinchen/amplify-preview-actions/blob/master/.github/workflows/close_inactivate_issues.yml,6,3
/yinlinchen/amplify-preview-actions/blob/master/Dockerfile,4,1
/yinlinchen/amplify-preview-actions/blob/master/entrypoint.sh,4,1
