url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,16,7
/yinlinchen/amplify-preview-actions/blob/master/action.yml,9,2
/yinlinchen/amplify-preview-actions/blob/master/Dockerfile,8,1
/yinlinchen/amplify-preview-actions/blob/master/README.md,7,1
/yinlinchen/amplify-preview-actions/blob/master/entrypoint.sh,6,1
/yinlinchen/amplify-preview-actions/blob/master/examples.md,4,1
/yinlinchen/amplify-preview-actions/blob/master/.gitignore,4,1
/yinlinchen/amplify-preview-actions/tree/master/.github/ISSUE_TEMPLATE,4,1
/yinlinchen/amplify-preview-actions/pulls,2,2
/yinlinchen/amplify-preview-actions/blob/master/.github/PULL_REQUEST_TEMPLATE.md,2,1
