url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,49,15
/yinlinchen/amplify-preview-actions/issues,16,5
/yinlinchen/amplify-preview-actions/blob/master/examples.md,15,6
/yinlinchen/amplify-preview-actions/blob/master/entrypoint.sh,10,5
/yinlinchen/amplify-preview-actions/tree/master/.github,7,4
/yinlinchen/amplify-preview-actions/blob/master/action.yml,6,5
/yinlinchen/amplify-preview-actions/actions/runs/4356374877/jobs/7614296987,5,1
/yinlinchen/amplify-preview-actions/blob/master/demo.gif,4,4
/yinlinchen/amplify-preview-actions/issues/13,4,3
/yinlinchen/amplify-preview-actions/pulls,4,3
