time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-13 00:00:00+00:00,7,3,,
2025-02-14 00:00:00+00:00,4,2,2.0,2.0
2025-02-15 00:00:00+00:00,4,3,,
2025-02-16 00:00:00+00:00,4,2,,
2025-02-17 00:00:00+00:00,1,1,6.0,2.0
2025-02-18 00:00:00+00:00,1,1,1.0,1.0
2025-02-19 00:00:00+00:00,1,1,,
2025-02-20 00:00:00+00:00,3,2,1.0,1.0
2025-02-21 00:00:00+00:00,5,2,1.0,1.0
2025-02-22 00:00:00+00:00,5,2,,
2025-02-23 00:00:00+00:00,5,2,,
2025-02-24 00:00:00+00:00,5,2,28.0,3.0
2025-02-25 00:00:00+00:00,4,2,12.0,2.0
