url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,14,7
/yinlinchen/amplify-preview-actions/blob/master/action.yml,11,4
/yinlinchen/amplify-preview-actions/blob/master/entrypoint.sh,8,2
/yinlinchen/amplify-preview-actions/blob/master/Dockerfile,5,3
/yinlinchen/amplify-preview-actions/blob/master/demo.gif,3,3
/yinlinchen/amplify-preview-actions/issues,2,2
/yinlinchen/amplify-preview-actions/pulls,2,2
/yinlinchen/amplify-preview-actions/blob/master/examples.md,1,1
/yinlinchen/amplify-preview-actions/blob/master/.github/workflows/close_inactivate_issues.yml,1,1
/yinlinchen/amplify-preview-actions/blob/master/.github/workflows/github-repo-stats.yml,1,1
