url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,6,6
/yinlinchen/amplify-preview-actions/blob/master/LICENSE,3,1
/yinlinchen/amplify-preview-actions/issues,2,2
/yinlinchen/amplify-preview-actions/pulls,2,2
/yinlinchen/amplify-preview-actions/tree/master/.github/workflows,2,1
/yinlinchen/amplify-preview-actions/blob/master/action.yml,1,1
/yinlinchen/amplify-preview-actions/blob/master/.github/ISSUE_TEMPLATE/bug_report.md,1,1
/yinlinchen/amplify-preview-actions/blob/master/.github/ISSUE_TEMPLATE/feature_request.md,1,1
/yinlinchen/amplify-preview-actions/blob/master/.github/ISSUE_TEMPLATE/usage-question.md,1,1
/yinlinchen/amplify-preview-actions/blob/master/.github/PULL_REQUEST_TEMPLATE.md,1,1
