url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,9,8
/yinlinchen/amplify-preview-actions/blob/master/.github/workflows/close_inactivate_issues.yml,5,5
/yinlinchen/amplify-preview-actions/tree/master/.github,5,4
/yinlinchen/amplify-preview-actions/blob/master/.github/workflows/github-repo-stats.yml,4,4
/yinlinchen/amplify-preview-actions/tree/master/.github/workflows,4,4
/yinlinchen/amplify-preview-actions/blob/master/action.yml,3,3
/yinlinchen/amplify-preview-actions/issues,3,3
/yinlinchen/amplify-preview-actions/tree/master,3,3
/yinlinchen/amplify-preview-actions/blob/master/demo.gif,2,2
/yinlinchen/amplify-preview-actions/blob/master/Dockerfile,2,2
