url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,22,5
/yinlinchen/amplify-preview-actions/blob/master/entrypoint.sh,12,2
/yinlinchen/amplify-preview-actions/blob/master/examples.md,5,2
/yinlinchen/amplify-preview-actions/tree/master/.github,5,2
/yinlinchen/amplify-preview-actions/issues,5,1
/yinlinchen/amplify-preview-actions/blob/master/action.yml,4,2
/yinlinchen/amplify-preview-actions/tree/master,4,1
/yinlinchen/amplify-preview-actions/pulls,3,1
/yinlinchen/amplify-preview-actions/blob/master/.github/PULL_REQUEST_TEMPLATE.md,2,1
/yinlinchen/amplify-preview-actions/issues/new,2,1
